condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,Block1Loop.thisRepN,Block1Loop.thisTrialN,Block1Loop.thisN,Block1Loop.thisIndex,encodeLoop_Block1Run1.thisRepN,encodeLoop_Block1Run1.thisTrialN,encodeLoop_Block1Run1.thisN,encodeLoop_Block1Run1.thisIndex,recognitionLoop_Block1Run1.thisRepN,recognitionLoop_Block1Run1.thisTrialN,recognitionLoop_Block1Run1.thisN,recognitionLoop_Block1Run1.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,start_time,start_volume,InstructionText.started,trigger_time,end_volume,image_file,run,encodeTrialRun1_Image.started,encodeTrialTestKeyRespRun1.started,encodeFixationText_Run1.started,encodeTrialRun1_Image.stopped,encodeTrialTestKeyRespRun1.stopped,encodeFixationText_Run1.stopped,end_time,response_pair_fit,encodeTrialTestKeyRespRun1.keys,encodeTrialTestKeyRespRun1.rt,InstructionText.stopped,recogTrialRun1_Image.started,recogTrialTestKeyRespRun1.started,recogFixationText_Run1.started,recogTrialRun1_Image.stopped,recogTrialTestKeyRespRun1.stopped,recogFixationText_Run1.stopped,image_old_new,response_old_new,is_correct,recogTrialTestKeyRespRun1.keys,recogTrialTestKeyRespRun1.rt,image_gender,response_gender,gender_is_correct,image_water,response_water,liquid_is_correct,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,2,,,,Block1_run1_combo_encoding-TEST/om2_w_beach5b4_OLD.bmp,1,104.17006699999911,104.17006699999911,107.16971608402673,107.16971608402673,110.17075104202377,113.17086745900451,99.99143579197698,does_not_fit,2,0.9279259159811772,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,2,,,,Block1_run1_combo_encoding-TEST/of18_w_beach16_OLD.bmp,1,113.17086745900451,113.17086745900451,116.16961079201428,116.16961079201428,119.1703324590053,122.17143908402068,108.99113120799302,does_not_fit,2,1.3575046669575386,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,2,,,,Block1_run1_combo_encoding-TEST/of15_w_sunset3b4_OLD.bmp,1,122.17143908402068,122.17143908402068,125.16981262501213,125.18676941702142,128.17041216700454,131.17114650001167,117.99076816698653,does_not_fit,2,1.7810891249973793,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,0,0,0,0,,,,,117.99138791699079,2,131.17114650001167,,,Block1_run1_combo_recog-TEST/of18_w_beach16_OLD.bmp,1,,,,,,,136.9913366669789,,,,141.18103954201797,141.18103954201797,141.18103954201797,144.16993883400573,144.18635687502683,147.18727520899847,150.17137424999964,OLD,OLD,HIT,1,1.4121238329971675,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,1,0,1,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/yf7_mtns10b1_OLD.bmp,1,,,,,,,145.9902689579758,,,,,150.17137424999964,150.17137424999964,153.16967225002008,153.18660604199977,156.18133987500914,159.16990545901353,OLD,NEW,MISS,2,1.4459329169767443,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,2,0,2,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/ym21_w_sunset3b4_NEW.bmp,1,,,,,,,154.99069833298563,,,,,159.16990545901353,159.16990545901353,162.1697777090012,162.1697777090012,165.17049445901648,168.17019137501484,NEW,NEW,CORRECT REJECTION,2,0.7604153749707621,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,3,0,3,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/of15_w_sunset3b4_OLD.bmp,1,,,,,,,163.99142658300116,,,,,168.17019137501484,168.17019137501484,171.16981658400618,171.16981658400618,174.17035100000794,177.17131137501565,OLD,OLD,HIT,1,0.898645207984373,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,4,0,4,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/om4_hills15_NEW.bmp,1,,,,,,,172.99110437498894,,,,,177.17131137501565,177.17131137501565,180.16991283401148,180.186791834014,183.17037912501837,186.1706091670203,NEW,NEW,CORRECT REJECTION,2,1.1698937489709351,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,5,0,5,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/om37_w_hills8_NEW.bmp,1,,,,,,,181.99069712500204,,,,,186.1706091670203,186.1706091670203,189.16988137501176,189.16988137501176,192.17109304200858,195.1701266670134,NEW,NEW,CORRECT REJECTION,2,0.8502031669777352,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,6,0,6,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/ym21_sunset2b1_NEW.bmp,1,,,,,,,190.99077070798376,,,,,195.1701266670134,195.1701266670134,198.1699356250174,198.1699356250174,201.17021804201067,204.17097950002062,NEW,NEW,CORRECT REJECTION,2,0.924423748976551,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,7,0,7,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/ym29_mtns8_OLD.bmp,1,,,,,,,199.99103237499367,,,,,204.17097950002062,204.17097950002062,207.16959683402092,207.1864194170048,210.17020783401676,213.17064854199998,OLD,OLD,HIT,1,0.9596516239689663,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,8,0,8,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/of15_w_beach5b4_OLD.bmp,1,,,,,,,209.0068952079746,,,,,213.17064854199998,213.17064854199998,216.17170391700347,216.17170391700347,219.17024912501802,,OLD,OLD,HIT,1,0.9534669159911573,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,9,0,9,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/yf5_w_hills6_OLD.bmp,1,,,,,,,217.99098604198662,,,,,222.18681479201769,222.18681479201769,225.1696935420041,225.1864002920047,228.187366750004,231.17030412500026,OLD,OLD,HIT,1,0.7881579989625607,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,10,0,10,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/ym18_w_hills9b2_NEW.bmp,1,,,,,,,226.9921565830009,,,,,231.17030412500026,231.17030412500026,234.16975429200102,234.16975429200102,237.17066033399897,240.1716645420238,NEW,NEW,CORRECT REJECTION,2,0.8650776249996852,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,11,0,11,0,,,,,,2,,,,Block1_run1_combo_recog-TEST/om34_street5_NEW.bmp,1,,,,,,,235.99121300000115,,,,,240.1716645420238,240.1716645420238,243.16984716700972,243.1866085420188,246.17048204201274,249.1702326250088,NEW,NEW,CORRECT REJECTION,2,0.9277447079657577,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,235.99186470799032,2,249.1702326250088,,,Block1_run1_face_encoding-TEST/of40_macieklew_w_hills16_OLD.bmp,1,259.17146112502087,259.17146112502087,262.16999695901177,262.1865685840021,265.1702421250229,268.17130216700025,254.99127491700347,,1,1.552684040972963,259.17146112502087,,,,,,,,,,,,female,male,False,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/ym1_macieklew_w_hills16_OLD.bmp,1,268.17130216700025,268.17130216700025,271.1698309170024,271.18654412502656,274.1875370000198,277.1706580420141,263.9906747920031,,2,1.798502790974453,,,,,,,,,,,,,male,female,False,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of29_macieklew_w_hills16_OLD.bmp,1,277.1706580420141,277.1706580420141,280.1698647919984,280.1698647919984,283.17060275000404,286.17018174999976,272.99069350000354,,2,1.057088498986559,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/om8_macieklew_w_hills16_OLD.bmp,1,286.17018174999976,286.17018174999976,289.16960204200586,289.16960204200586,292.17101900000125,295.1715586250066,281.9908235829789,,1,1.2493498739786446,,,,,,,,,,,,,male,male,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/om30_macieklew_w_hills16_OLD.bmp,1,295.1715586250066,295.1715586250066,298.16971908402047,298.1863158750057,301.1703557090077,304.1702527500165,290.99064991698833,,1,1.6254307909694035,,,,,,,,,,,,,male,male,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf18_macieklew_w_hills16_OLD.bmp,1,304.1702527500165,304.1702527500165,307.16977708402555,307.16977708402555,310.17024479201064,313.17035775000113,299.9910114169761,,2,0.9823869169631507,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of22_macieklew_w_hills16_OLD.bmp,1,313.17035775000113,313.17035775000113,316.16937895902083,316.16937895902083,319.17073825001717,322.1718285420211,308.9911149579857,,2,0.7871695409703534,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf27_macieklew_w_hills16_OLD.bmp,1,322.1718285420211,322.1718285420211,325.1698187920265,325.1860055840225,328.18667225001263,331.1703898340056,317.99114691698924,,2,0.6942973739642184,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of3_macieklew_w_hills16_OLD.bmp,1,331.1703898340056,331.1703898340056,334.16975695901783,334.16975695901783,337.1705283340125,340.1707055840234,326.9907137079863,,2,1.3727504999842495,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/ym24_macieklew_w_hills16_OLD.bmp,1,340.1707055840234,340.1707055840234,343.169446667016,343.18631795901456,346.1705971250194,349.1710927920067,335.9907894170028,,1,1.0171649159747176,,,,,,,,,,,,,male,male,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf10_macieklew_w_hills16_OLD.bmp,1,349.1710927920067,349.1710927920067,352.16960608400404,352.1864017920161,355.18659587501315,358.1710418750008,344.99109324999154,,2,3.621216249972349,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf1_macieklew_w_hills16_OLD.bmp,1,358.1710418750008,358.1710418750008,361.1696440000087,361.1863463750051,364.16986704201554,367.17028737501823,353.99044654198224,,2,0.8672442909737583,,,,,,,,,,,,,female,female,True,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,0,0,0,0,,,,,353.99089087499306,2,367.17028737501823,,,Block1_run1_face_recog-TEST/of22_macieklew_w_hills16_OLD.bmp,1,,,,,,,372.99110024998663,,,,377.1705392920121,377.1705392920121,377.1705392920121,380.1698082500079,380.1698082500079,383.1702305000217,386.1709274590248,OLD,OLD,HIT,1,1.2595697079668753,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,1,0,1,0,,,,,,2,,,,Block1_run1_face_recog-TEST/om28_macieklew_w_hills16_NEW.bmp,1,,,,,,,381.99117312498856,,,,,386.1709274590248,386.1709274590248,389.1696630420047,389.18642366700806,392.1701286250027,395.1712452500069,NEW,NONE,NO RESPONSE,None,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,2,0,2,0,,,,,,2,,,,Block1_run1_face_recog-TEST/om21_macieklew_w_hills16_NEW.bmp,1,,,,,,,390.9909049999842,,,,,395.1712452500069,395.1712452500069,398.16951395900105,398.1864356250153,401.17014883400407,404.1704974590102,NEW,NEW,CORRECT REJECTION,2,0.883678999991389,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,3,0,3,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym26_macieklew_w_hills16_NEW.bmp,1,,,,,,,399.99157558300067,,,,,404.1704974590102,404.1704974590102,407.169756917021,407.169756917021,410.17060466701514,413.1710220000241,NEW,NEW,CORRECT REJECTION,2,1.049025123968022,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,4,0,4,0,,,,,,2,,,,Block1_run1_face_recog-TEST/of33_macieklew_w_hills16_NEW.bmp,1,,,,,,,408.9913781249779,,,,,413.1710220000241,413.1710220000241,416.169458459015,416.1863766669994,419.1702568750188,422.17134766702657,NEW,NEW,CORRECT REJECTION,2,0.9892429579631425,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,5,0,5,0,,,,,,2,,,,Block1_run1_face_recog-TEST/yf18_macieklew_w_hills16_OLD.bmp,1,,,,,,,417.9906885829987,,,,,422.17134766702657,422.17134766702657,425.16970404202584,425.1865487090254,428.18695833400125,431.17029895901214,OLD,OLD,HIT,1,1.0111285419552587,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,6,0,6,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym24_macieklew_w_hills16_OLD.bmp,1,,,,,,,426.99110316697625,,,,,431.17029895901214,431.17029895901214,434.1696519590041,434.1696519590041,437.17047258402454,440.17049779201625,OLD,OLD,HIT,1,0.9145953329571057,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,7,0,7,0,,,,,,2,,,,Block1_run1_face_recog-TEST/of3_macieklew_w_hills16_OLD.bmp,1,,,,,,,435.9906580829993,,,,,440.17049779201625,440.17049779201625,443.1695300840074,443.1695300840074,446.17050258402014,449.1704640420212,OLD,NONE,NO RESPONSE,None,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,8,0,8,0,,,,,,2,,,,Block1_run1_face_recog-TEST/yf1_macieklew_w_hills16_OLD.bmp,1,,,,,,,444.9906124169938,,,,,449.1704640420212,449.1704640420212,452.1695767920173,452.1695767920173,455.1706326670246,458.1696864590049,OLD,OLD,HIT,1,0.9105263329984155,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,9,0,9,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym32_macieklew_w_hills16_NEW.bmp,1,,,,,,,453.9917601249763,,,,,458.1696864590049,458.1696864590049,461.1697322500113,461.1697322500113,464.1702210420044,467.1710539589985,NEW,NEW,CORRECT REJECTION,2,1.2215622489748057,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,10,0,10,0,,,,,,2,,,,Block1_run1_face_recog-TEST/om8_macieklew_w_hills16_OLD.bmp,1,,,,,,,462.9909746249905,,,,,467.1710539589985,467.1710539589985,470.1695605000132,470.186331667006,473.1700890000211,476.16965133399935,OLD,OLD,HIT,1,1.4011191249883268,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,11,0,11,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym34_macieklew_w_hills16_NEW.bmp,1,,,,,,,471.9913131669746,,,,,476.16965133399935,476.16965133399935,479.16950700001325,479.16950700001325,482.17065187499975,485.1696791250142,NEW,OLD,FALSE ALARM,1,1.6755100829759613,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,0,0,0,0,,,,,,,,,471.9921514169837,2,485.1696791250142,,,Block1_run1_scene_encoding-TEST/yf9_sunset6_OLD.bmp,1,495.18617050000466,495.18617050000466,498.1698217090161,498.1862912920187,501.1869819170097,504.169761459023,490.9904013329942,,2,1.1115416239772458,495.18617050000466,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,1,0,1,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_hills15_OLD.bmp,1,504.169761459023,504.169761459023,507.16958483401686,507.16958483401686,510.17058991701924,513.1717284590122,499.9913593749807,,1,1.136107791971881,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,2,0,2,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_street11_OLD.bmp,1,513.1717284590122,513.1717284590122,516.171489417,516.1865420420072,519.1873039590137,,509.0070903329761,,2,3.0225227499904577,,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,3,0,3,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_beach2_OLD.bmp,1,522.1872702090186,522.1872702090186,525.1697683340171,525.1862212920096,528.187158167013,531.1710811670055,517.9913209999795,,1,1.7978964159847237,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,4,0,4,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_pizzodisevo_hills19_OLD.bmp,1,531.1710811670055,531.1710811670055,534.1696140420099,534.1862913340156,537.1708301670151,540.1703656250029,526.9903406249941,,2,3.0327265409578104,,,,,,,,,,,,,,,,no_liquid,no_liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,5,0,5,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_citybeach10_OLD.bmp,1,540.1703656250029,540.1703656250029,543.169683709013,543.169683709013,546.1708116250229,549.1703440840065,535.9910661669855,,1,1.3072619999875315,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
,,,,2,0,2,0,6,0,6,0,,,,,,,,,,2,,,,Block1_run1_scene_encoding-TEST/yf9_w_beach3_OLD.bmp,1,549.1703440840065,549.1703440840065,552.169698792015,552.169698792015,555.1701299590059,558.1700449170021,544.9904520830023,,1,0.7505405409901869,,,,,,,,,,,,,,,,liquid,liquid,True,711400,001,2023-07-13_11h31.27.658,PsychoPy-Practice-Task,2022.2.5,59.98077627667409,
